PreownedWarrantyEligibility,UsedVehiclePrice,TitleStatus,Vin,TitleSubStatus,ConfigId,Wheel,Discount,VehicleMapId,AutoPilot,Range,isPremium,Paint,OptionCodeListWithPrice,Roof,isFirstRegistrationDate,DriveTrain,Badge,Year,DestinationHandlingFee,Battery,Odometer,isPanoramic,OptionCodeList,Decor,isAutopilot,ModelVariant,MetroId,OdometerType,Model,TradeInType,VehicleStatus,isFixedGlassRoof,OwnerShipTransferCount
Pre-Owned,66500,USED,5YJSA1CP2DFP25837,Previous service/demo vehicle,141468,WTSS,,951758,DA00,BR00,False,PMMB,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BS00|INCLUDED|0;CH00|INCLUDED|0;PMMB|OPTIONAL|750;CW01|OPTIONAL|750;DRLH|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDOM|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|20000;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR01|OPTIONAL|2500;UTAW|OPTIONAL|1500;WTSS|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|OPTIONAL|1500;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85+,2013,,BT85,27260,True,"MS02,RENA,AD02,AU01,BS00,CH00,PMMB,CW01,DRLH,FG02,HP00,IDOM,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QYMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR01,UTAW,WTSS,WTX0,X001,X003,X007,X037,X011,X013,X019,X024,X027,X028,X031,YF01",IDOM,False,ms,0,MILES,MODEL_S,,At service center,False,
,66500,USED,5YJSA1DP3DFP22587,,142571,WTSG,,970971,DA00,BR00,False,PPSW,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BS00|INCLUDED|0;CH01|INCLUDED|0;PPSW|OPTIONAL|1500;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;HP03|INCLUDED|0;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|20000;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMT|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|OPTIONAL|1500;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85+,2013,,BT85,17847,True,"MS02,RENA,AD02,AU01,BS00,CH01,PPSW,CW00,DRLH,FG02,HP00,HP03,IDCF,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QYMT,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WTSG,WTX0,X001,X003,X007,X037,X011,X013,X019,X024,X027,X028,X031,YF01",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,66500,USED,5YJSA1H1XEFP47798,Previous service/demo vehicle,11374594,WTSP,,1040439,DA00,BR00,False,PBSB,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CH00|INCLUDED|0;PBSB|INCLUDED|0;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QZMT|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85,2014,,BT85,12709,True,"MS03,RENA,AD02,AF00,AU01,BC0R,BS00,CH00,PBSB,CW00,DRLH,FG02,HP00,IDHG,IX00,LP00,PA00,PBT85,PF01,PK01,PS01,PX00,QZMT,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSP,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF01",IDHG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,66500,USED,5YJSA1H14EFP50289,Previous service/demo vehicle,11392622,WTSG,,1041684,DA00,BR00,False,PPSW,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH00|INCLUDED|0;PPSW|OPTIONAL|1500;CW00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QPMT|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,P85+,2014,,BT85,23583,True,"MS03,RENA,AD02,AU01,BC0B,BS00,CDM0,CH00,PPSW,CW00,DRLH,DSH5,DV2W,FG02,HP00,IDHG,IX00,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QPMT,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF00",IDHG,False,ms,0,MILES,MODEL_S,,Ready for transport to RH,False,
Pre-Owned,66500,USED,5YJSA1H1XEFP51950,Previous service/demo vehicle,11399880,WT21,,1097540,DA00,BR00,False,PMSS,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH01|OPTIONAL|1500;PMSS|OPTIONAL|750;CW01|OPTIONAL|750;DA00|INCLUDED|0;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QXMB|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WT21|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85,2014,,BT85,30968,True,"MS03,RENA,AD02,AU01,BC0B,BS00,CDM0,CH01,PMSS,CW01,DA00,DRLH,DSH7,DV2W,FG01,HP00,IDCF,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX00,QXMB,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WT21,WTX0,X001,X003,X007,X011,X013,X021,X024,X027,X028,X031,X037,YF01",IDCF,False,ms,0,MILES,MODEL_S,,In transit to service center,False,
Pre-Owned,67000,USED,5YJSA1H15EFP28544,Previous service/demo vehicle,11355634,WTSS,,1060796,DA00,BR00,False,PMSS,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;CH01|INCLUDED|0;PMSS|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG02|OPTIONAL|500;HP00|INCLUDED|0;HP02|OPTIONAL|2700;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|20000;PF01|INCLUDED|0;PK01|OPTIONAL|500;PS01|OPTIONAL|250;PX01|OPTIONAL|6500;QXMB|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WTSS|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|OPTIONAL|1500;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;YF01|OPTIONAL|800;MDLS|OPTIONAL|69900,RFPO,False,DV2W,P85+,2014,,BT85,30385,True,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,CH01,PMSS,CW00,DA00,DRLH,DV2W,FG02,HP00,HP02,IDCF,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QXMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WTSS,WTX0,X001,X003,X007,X009,X011,X013,X019,X024,X027,X028,X031,YF01,MDLS",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,67000,USED,5YJSA1CP8DFP26927,Previous service/demo vehicle,11356299,WTSP,,973320,DA00,BR00,False,PMMB,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|OPTIONAL|500;BS00|INCLUDED|0;CH00|INCLUDED|0;PMMB|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDOG|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|20000;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QYMT|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|OPTIONAL|1500;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85,2013,,BT85,12349,True,"MS02,RENA,AD02,AU01,BC0R,BS00,CH00,PMMB,CW00,DRLH,FG01,HP00,IDOG,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX00,QYMT,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WTSP,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF01",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,67000,USED,5YJSA1H17EFP29372,,11360080,WTSG,,1121597,DA00,BR00,False,PMTG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;CH01|OPTIONAL|1500;PMTG|OPTIONAL|750;CW01|OPTIONAL|750;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,P85+,2014,,BT85,22072,True,"RENA,AD02,AF00,AU01,BC0R,BP00,BR00,BS00,CH01,PMTG,CW01,DA00,DRLH,DV2W,FG02,HP00,IDCF,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QYMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF01,MDLS",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,67000,USED,5YJSA1H10EFP31836,,11362906,WTSG,,1101188,DA00,BR00,False,PMMB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;CH00|INCLUDED|0;PMMB|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA01|OPTIONAL|950;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,P85+,2014,,BT85,29822,True,"RENA,AD02,AF00,AU01,BC0R,BP00,BR00,BS00,CH00,PMMB,CW00,DA00,DRLH,DV2W,FG01,HP00,IDHG,IX01,LP01,PA01,PBT85,PF01,PK01,PS01,PX01,QYMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF00,MDLS",IDHG,False,ms,0,MILES,MODEL_S,,In-garage delivered,False,
Pre-Owned,67000,USED,5YJSA1H17EFP41960,Previous service/demo vehicle,11382307,WTSS,,1033455,DA00,BR00,False,PPMR,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH01|OPTIONAL|1500;PPMR|OPTIONAL|1500;CW00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDLW|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;ME02|INCLUDED|0;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMG|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR01|OPTIONAL|2500;UTAW|INCLUDED|0;WTSS|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,P85+,2014,,BT85,39929,True,"MS03,RENA,AD02,AU01,BC0R,BS00,CDM0,CH01,PPMR,CW00,DRLH,DSH5,DV2W,FG02,HP00,IDLW,IX01,LP01,ME02,PA00,PBT85,PF01,PK01,PS01,PX01,QYMG,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR01,UTAW,WTSS,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,X040,YF00",IDLW,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,67000,USED,5YJSA1H15EFP44257,Previous service/demo vehicle,11388439,WTSP,,930217,DA00,BR00,False,PMTG,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AF01|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CH01|OPTIONAL|1500;PMTG|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QZMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR01|OPTIONAL|2500;UTAW|INCLUDED|0;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,P85,2014,,BT85,23137,True,"MS03,RENA,AD02,AF01,AU01,BC0R,BS00,CH01,PMTG,CW00,DRLH,DV2W,FG01,HP00,IDCF,IX00,LP00,PA00,PBT85,PF01,PK01,PS01,PX00,QZMB,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR01,UTAW,WTSP,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF00",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,67000,USED,5YJSA1H15EFP49085,,11390858,WTSG,,959550,DA00,BR00,False,PMAB,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMAB|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QZMT|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85+,2014,,BT85,23255,True,"MS03,RENA,AD02,AU01,BC0R,BS00,CDM0,CH00,PMAB,CW00,DRLH,DSH5,DV2W,FG01,HP00,IDHG,IX00,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QZMT,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF01",IDHG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,67000,USED,5YJSA1H11EFP48886,,11390863,WTSS,,1101497,DA00,BR00,False,PMMB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0R|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMMB|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QPMT|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSS|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,P85+,2014,,BT85,17257,True,"RENA,AD02,AF00,AU00,BC0R,BP00,BR00,BS00,CDM0,CH00,PMMB,CW00,DA00,DRLH,DSH5,DV2W,FG01,HP00,IDHG,IX00,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QPMT,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSS,WTX0,X001,X003,X007,X011,X014,X019,X024,X027,X028,X031,X037,YF00,MDLS",IDHG,False,ms,0,MILES,MODEL_S,,At service center,False,
,67000,USED,5YJSA1H1XEFP52886,,11401486,WTTB,,1033788,DA00,BR00,False,PPMR,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH00|INCLUDED|0;PPMR|OPTIONAL|1500;CW01|OPTIONAL|750;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QXMT|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTTB|OPTIONAL|2500;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFBC,False,DV2W,P85,2014,,BT85,5518,False,"MS03,RENA,AD02,AU01,BC0R,BS00,CDM0,CH00,PPMR,CW01,DRLH,DSH7,DV2W,FG01,HP00,IDHG,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX00,QXMT,RFBC,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTAW,WTTB,WTX1,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF00",IDHG,False,ms,0,MILES,MODEL_S,,In-garage delivered,False,
